timestamp,new_records,train_mae,train_r2,val_mae,val_r2,ensemble_mae,ensemble_r2,learning_rate,n_estimators
2025-08-31T13:34:59.115345,65,83.03550295857993,0.0,76.33136094674555,-0.025661074844046672,51.53090072808725,0.15646199781867054,0.01,100
